,GeneName
ENSMUSG00000027015,Cybrd1
ENSMUSG00000027030,Stk39
ENSMUSG00000027076,Timm10
ENSMUSG00000027080,Med19
ENSMUSG00000027086,Fastkd1
ENSMUSG00000027088,Phospho2
ENSMUSG00000027091,Zc3h15
ENSMUSG00000027104,Atf2
ENSMUSG00000027107,Chrna1
ENSMUSG00000027130,Slc12a6
ENSMUSG00000027131,Emc4
ENSMUSG00000027132,Katnbl1
ENSMUSG00000027133,Nop10
ENSMUSG00000027163,Commd9
ENSMUSG00000027164,Traf6
ENSMUSG00000027165,Iftap
ENSMUSG00000027170,Eif3m
ENSMUSG00000027175,Tcp11l1
ENSMUSG00000027177,Hipk3
ENSMUSG00000027189,Trim44
ENSMUSG00000027193,Api5
ENSMUSG00000027195,Hsd17b12
ENSMUSG00000027206,Cops2
ENSMUSG00000027210,Meis2
ENSMUSG00000027220,Syt13
ENSMUSG00000027221,Chst1
ENSMUSG00000027222,Pex16
ENSMUSG00000027223,Mapk8ip1
ENSMUSG00000027227,Sord
ENSMUSG00000027236,Eif3j1
ENSMUSG00000027242,Wdr76
ENSMUSG00000027244,Atg13
ENSMUSG00000027245,Hypk
ENSMUSG00000027248,Pdia3
ENSMUSG00000027254,Map1a
ENSMUSG00000027255,Arfgap2
ENSMUSG00000027273,Snap25
ENSMUSG00000027274,Mkks
ENSMUSG00000027282,Mtch2
ENSMUSG00000027285,Haus2
ENSMUSG00000027288,Zfp106
ENSMUSG00000027291,Vps39
ENSMUSG00000027303,Ptpra
ENSMUSG00000027309,Dnaaf9
ENSMUSG00000027313,Chac1
ENSMUSG00000027316,Gfra4
ENSMUSG00000027324,Rpusd2
ENSMUSG00000027327,1700037H04Rik
ENSMUSG00000027329,Spef1
ENSMUSG00000027330,Cdc25b
ENSMUSG00000027333,Smox
ENSMUSG00000027341,Tmem230
ENSMUSG00000027342,Pcna
ENSMUSG00000027346,Gpcpd1
ENSMUSG00000027349,Fam98b
ENSMUSG00000027350,Chgb
ENSMUSG00000027351,Spred1
ENSMUSG00000027353,Mcm8
ENSMUSG00000027364,Usp50
ENSMUSG00000027365,Trpm7
ENSMUSG00000027366,Sppl2a
ENSMUSG00000027367,Stard7
ENSMUSG00000027368,Dusp2
ENSMUSG00000027374,Mrps5
ENSMUSG00000027386,Fbln7
ENSMUSG00000027394,Ttl
ENSMUSG00000027397,Slc20a1
ENSMUSG00000027398,Il1b
ENSMUSG00000027404,Snrpb
ENSMUSG00000027406,Idh3b
ENSMUSG00000027423,Snx5
ENSMUSG00000027425,Kat14
ENSMUSG00000027430,Dtd1
ENSMUSG00000027433,Xrn2
ENSMUSG00000027438,Napb
ENSMUSG00000027439,Gzf1
ENSMUSG00000027447,Cst3
ENSMUSG00000027455,Nsfl1c
ENSMUSG00000027457,Snph
ENSMUSG00000027459,Fam110a
ENSMUSG00000027465,Tbc1d20
ENSMUSG00000027466,Rbck1
ENSMUSG00000027472,Pdrg1
ENSMUSG00000027475,Kif3b
ENSMUSG00000027479,Mapre1
ENSMUSG00000027488,Snta1
ENSMUSG00000027489,Necab3
ENSMUSG00000027490,E2f1
ENSMUSG00000027495,Fam210b
ENSMUSG00000027496,Aurka
ENSMUSG00000027499,Pkia
ENSMUSG00000027500,Stmn2
ENSMUSG00000027502,Rtf2
ENSMUSG00000027506,Tpd52
ENSMUSG00000027509,Rae1
ENSMUSG00000027510,Rbm38
ENSMUSG00000027519,Rab22a
ENSMUSG00000027520,Zdbf2
ENSMUSG00000027523,Gnas
ENSMUSG00000027525,Phactr3
ENSMUSG00000027531,Impa1
ENSMUSG00000027533,Fabp5
ENSMUSG00000027540,Ptpn1
ENSMUSG00000027544,Nfatc2
ENSMUSG00000027546,Atp9a
ENSMUSG00000027550,Lrrcc1
ENSMUSG00000027551,Zfp64
ENSMUSG00000027552,E2f5
ENSMUSG00000027560,Dok5
ENSMUSG00000027566,Psma7
ENSMUSG00000027569,Mrgbp
ENSMUSG00000027574,Nkain4
ENSMUSG00000027575,Arfgap1
ENSMUSG00000027581,Stmn3
ENSMUSG00000027583,Zbtb46
ENSMUSG00000027598,Itch
ENSMUSG00000027599,Armc1
ENSMUSG00000027601,Mtfr1
ENSMUSG00000027602,Map1lc3a
ENSMUSG00000027603,Ggt7
ENSMUSG00000027605,Acss2
ENSMUSG00000027612,Mmp24
ENSMUSG00000027613,Eif6
ENSMUSG00000027620,Rbm39
ENSMUSG00000027624,Epb41l1
ENSMUSG00000027628,Aar2
ENSMUSG00000027630,Tbl1xr1
ENSMUSG00000027634,Ndrg3
ENSMUSG00000027637,Rab5if
ENSMUSG00000027639,Samhd1
ENSMUSG00000027646,Src
ENSMUSG00000027649,Ctnnbl1
ENSMUSG00000027651,Rprd1b
ENSMUSG00000027663,Zmat3
ENSMUSG00000027665,Pik3ca
ENSMUSG00000027667,Zfp639
ENSMUSG00000027668,Mfn1
ENSMUSG00000027669,Gnb4
ENSMUSG00000027671,Actl6a
ENSMUSG00000027673,Ndufb5
ENSMUSG00000027679,Dnajc19
ENSMUSG00000027680,Fxr1
ENSMUSG00000027692,Tnik
ENSMUSG00000027706,Sec62
ENSMUSG00000027708,Dcun1d1
ENSMUSG00000027712,Anxa5
ENSMUSG00000027720,Il2
ENSMUSG00000027739,Rab33b
ENSMUSG00000027746,Ufm1
ENSMUSG00000027748,Trpc4
ENSMUSG00000027752,Exosc8
ENSMUSG00000027763,Mbnl1
ENSMUSG00000027775,Mfsd1
ENSMUSG00000027777,Schip1
ENSMUSG00000027782,Kpna4
ENSMUSG00000027784,Ppm1l
ENSMUSG00000027787,Nmd3
ENSMUSG00000027797,Dclk1
ENSMUSG00000027799,Nbea
ENSMUSG00000027804,Ppid
ENSMUSG00000027805,Pfn2
ENSMUSG00000027806,Tsc22d2
ENSMUSG00000027808,Serp1
ENSMUSG00000027809,Etfdh
ENSMUSG00000027810,Eif2a
ENSMUSG00000027828,Ssr3
ENSMUSG00000027835,Pdcd10
ENSMUSG00000027852,Nras
ENSMUSG00000027854,Sike1
ENSMUSG00000027864,Ptgfrn
ENSMUSG00000027879,Sec22b
ENSMUSG00000027889,Ampd2
ENSMUSG00000027890,Gstm4
ENSMUSG00000027893,Ahcyl1
ENSMUSG00000027894,Slc6a17
ENSMUSG00000027895,Kcnc4
ENSMUSG00000027900,Dram2
ENSMUSG00000027933,Ints3
ENSMUSG00000027936,Crtc2
ENSMUSG00000027937,Jtb
ENSMUSG00000027940,Tpm3
ENSMUSG00000027942,4933434E20Rik
ENSMUSG00000027944,Hax1
ENSMUSG00000027950,Chrnb2
ENSMUSG00000027951,Adar
ENSMUSG00000027952,Pmvk
ENSMUSG00000027963,Extl2
ENSMUSG00000027978,Prss12
ENSMUSG00000027983,Cyp2u1
ENSMUSG00000027984,Hadh
ENSMUSG00000027993,Trim2
ENSMUSG00000027998,Plrg1
ENSMUSG00000027999,Pla2g12a
ENSMUSG00000028005,Gucy1b1
ENSMUSG00000028007,Snx7
ENSMUSG00000028010,Gar1
ENSMUSG00000028013,Ppa2
ENSMUSG00000028020,Glrb
ENSMUSG00000028029,Aimp1
ENSMUSG00000028030,Tbck
ENSMUSG00000028033,Kcnq5
ENSMUSG00000028039,Efna3
ENSMUSG00000028041,Adam15
ENSMUSG00000028044,Cks1b
ENSMUSG00000028053,Ash1l
ENSMUSG00000028057,Rit1
ENSMUSG00000028059,Arhgef2
ENSMUSG00000028062,Lamtor2
ENSMUSG00000028063,Lmna
ENSMUSG00000028066,Pmf1
ENSMUSG00000028069,Gpatch4
ENSMUSG00000028070,Naxe
ENSMUSG00000028078,Dclk2
ENSMUSG00000028081,Rps3a1
ENSMUSG00000028082,Sh3d19
ENSMUSG00000028086,Fbxw7
ENSMUSG00000028096,Gpr89
ENSMUSG00000028098,Rnf115
ENSMUSG00000028099,Polr3c
ENSMUSG00000028101,Pias3
ENSMUSG00000028102,Pex11b
ENSMUSG00000028104,Polr3gl
ENSMUSG00000028106,Rprd2
ENSMUSG00000028107,Tars2
ENSMUSG00000028108,Ecm1
ENSMUSG00000028124,Gclm
ENSMUSG00000028126,Pip5k1a
ENSMUSG00000028127,Abcd3
ENSMUSG00000028132,Tlcd4
ENSMUSG00000028134,Ptbp2
ENSMUSG00000028136,Snx27
ENSMUSG00000028137,Celf3
ENSMUSG00000028138,Adh5
ENSMUSG00000028139,Riiad1
ENSMUSG00000028145,Them4
ENSMUSG00000028149,Rap1gds1
ENSMUSG00000028156,Eif4e
ENSMUSG00000028161,Ppp3ca
ENSMUSG00000028165,Cisd2
ENSMUSG00000028180,Zranb2
ENSMUSG00000028191,Bcl10
ENSMUSG00000028194,Ddah1
ENSMUSG00000028199,Cryz
ENSMUSG00000028218,Cibar1
ENSMUSG00000028222,Calb1
ENSMUSG00000028234,Rps20
ENSMUSG00000028243,Ubxn2b
ENSMUSG00000028249,Sdcbp
ENSMUSG00000028261,Ndufaf4
ENSMUSG00000028266,Lmo4
ENSMUSG00000028271,Gtf2b
ENSMUSG00000028274,Rngtt
ENSMUSG00000028277,Ube2j1
ENSMUSG00000028278,Rragd
ENSMUSG00000028284,Map3k7
ENSMUSG00000028291,Akirin2
ENSMUSG00000028295,Smim8
ENSMUSG00000028309,Rnf20
ENSMUSG00000028318,Polr1e
ENSMUSG00000028328,Tmod1
ENSMUSG00000028330,Ncbp1
ENSMUSG00000028334,Nans
ENSMUSG00000028337,Coro2a
ENSMUSG00000028341,Nr4a3
ENSMUSG00000028345,Tex10
ENSMUSG00000028351,Brinp1
ENSMUSG00000028358,Zfp618
ENSMUSG00000028367,Txn1
ENSMUSG00000028381,Ugcg
ENSMUSG00000028385,Snx30
ENSMUSG00000028394,Pole3
ENSMUSG00000028398,Dmac1
ENSMUSG00000028399,Ptprd
ENSMUSG00000028403,Zdhhc21
ENSMUSG00000028407,Smim27
ENSMUSG00000028410,Dnaja1
ENSMUSG00000028411,Aptx
ENSMUSG00000028416,Bag1
ENSMUSG00000028433,Ubap2
ENSMUSG00000028437,Ubap1
ENSMUSG00000028438,Kif24
ENSMUSG00000028439,Fam219a
ENSMUSG00000028441,1110017D15Rik
ENSMUSG00000028443,Nudt2
ENSMUSG00000028445,Enho
ENSMUSG00000028447,Dctn3
ENSMUSG00000028452,Vcp
ENSMUSG00000028455,Stoml2
ENSMUSG00000028456,Unc13b
ENSMUSG00000028458,Tesk1
ENSMUSG00000028459,Cd72
ENSMUSG00000028461,Ccdc107
ENSMUSG00000028465,Tln1
ENSMUSG00000028466,Creb3
ENSMUSG00000028468,Rgp1
ENSMUSG00000028470,Hint2
ENSMUSG00000028475,Spaar
ENSMUSG00000028478,Clta
ENSMUSG00000028479,Gne
ENSMUSG00000028484,Psip1
ENSMUSG00000028488,Sh3gl2
ENSMUSG00000028494,Plin2
ENSMUSG00000028495,Rps6
ENSMUSG00000028496,Mllt3
ENSMUSG00000028518,Prkaa2
ENSMUSG00000028519,Dab1
ENSMUSG00000028522,Mier1
ENSMUSG00000028524,Sgip1
ENSMUSG00000028525,Pde4b
ENSMUSG00000028528,Dnajc6
ENSMUSG00000028530,Jak1
ENSMUSG00000028538,St3gal3
ENSMUSG00000028540,Dph2
ENSMUSG00000028541,B4galt2
ENSMUSG00000028546,Elavl4
ENSMUSG00000028552,Eps15
ENSMUSG00000028556,Dock7
ENSMUSG00000028557,Rnf11
ENSMUSG00000028560,Usp1
ENSMUSG00000028563,Tm2d1
ENSMUSG00000028567,Txndc12
ENSMUSG00000028568,Btf3l4
ENSMUSG00000028573,Fggy
ENSMUSG00000028580,Pum1
ENSMUSG00000028582,Cc2d1b
ENSMUSG00000028597,Gpx7
ENSMUSG00000028603,Scp2
ENSMUSG00000028608,Czib
ENSMUSG00000028610,Dmrtb1
ENSMUSG00000028613,Lrp8
ENSMUSG00000028618,Tmem59
ENSMUSG00000028619,Tceanc2
ENSMUSG00000028621,Cyb5rl
ENSMUSG00000028622,Mrpl37
ENSMUSG00000028630,Dyrk2
ENSMUSG00000028633,Ctps
ENSMUSG00000028634,Hivep3
ENSMUSG00000028636,Ppcs
ENSMUSG00000028639,Ybx1
ENSMUSG00000028643,Svbp
ENSMUSG00000028647,Mycbp
ENSMUSG00000028648,Ndufs5
ENSMUSG00000028653,Trit1
ENSMUSG00000028656,Cap1
ENSMUSG00000028657,Ppt1
ENSMUSG00000028661,Epha8
ENSMUSG00000028664,Ephb2
ENSMUSG00000028668,Eloa
ENSMUSG00000028669,Pithd1
ENSMUSG00000028670,Lypla2
ENSMUSG00000028671,Gale
ENSMUSG00000028675,Pnrc2
ENSMUSG00000028676,Srsf10
ENSMUSG00000028677,Rnf220
ENSMUSG00000028680,Plk3
ENSMUSG00000028683,Eif2b3
ENSMUSG00000028691,Prdx1
ENSMUSG00000028692,Akr1a1
ENSMUSG00000028696,Ipp
ENSMUSG00000028698,Pik3r3
ENSMUSG00000028700,Pomgnt1
ENSMUSG00000028701,Lurap1
ENSMUSG00000028719,Cmpk1
ENSMUSG00000028729,Ebna1bp2
ENSMUSG00000028737,Aldh4a1
ENSMUSG00000028741,Mrto4
ENSMUSG00000028745,Capzb
ENSMUSG00000028755,Cda
ENSMUSG00000028756,Pink1
ENSMUSG00000028757,Ddost
ENSMUSG00000028758,Kif17
ENSMUSG00000028772,Zcchc17
ENSMUSG00000028773,Fabp3
ENSMUSG00000028778,Hcrtr1
ENSMUSG00000028785,Hpca
ENSMUSG00000028788,Ptp4a2
ENSMUSG00000028789,Azin2
ENSMUSG00000028790,Khdrbs1
ENSMUSG00000028795,Ccdc28b
ENSMUSG00000028797,Tmem234
ENSMUSG00000028798,Eif3i
ENSMUSG00000028799,Zfp362
ENSMUSG00000028804,Csmd2
ENSMUSG00000028809,Srrm1
ENSMUSG00000028811,Yars
ENSMUSG00000028821,Syf2
ENSMUSG00000028822,Tmem50a
ENSMUSG00000028826,Maco1
ENSMUSG00000028830,AU040320
ENSMUSG00000028832,Stmn1
ENSMUSG00000028833,Ncdn
ENSMUSG00000028838,Extl1
ENSMUSG00000028840,Zfp593
ENSMUSG00000028843,Sh3bgrl3
ENSMUSG00000028847,Trappc3
ENSMUSG00000028849,Map7d1
ENSMUSG00000028851,Nudc
ENSMUSG00000028857,Tmem222
ENSMUSG00000028861,Mrps15
ENSMUSG00000028863,Meaf6
ENSMUSG00000028876,Epha10
ENSMUSG00000028878,Fam76a
ENSMUSG00000028879,Stx12
ENSMUSG00000028884,Rpa2
ENSMUSG00000028890,Mtf1
ENSMUSG00000028893,Sesn2
ENSMUSG00000028898,Trnau1ap
ENSMUSG00000028899,Taf12
ENSMUSG00000028901,Gmeb1
ENSMUSG00000028906,Epb41
ENSMUSG00000028907,Utp11
ENSMUSG00000028911,Srsf4
ENSMUSG00000028920,Fbxo42
ENSMUSG00000028923,Necap2
ENSMUSG00000028926,Cdk14
ENSMUSG00000028931,Kcnab2
ENSMUSG00000028932,Psmc2
ENSMUSG00000028936,Rpl22
ENSMUSG00000028937,Acot7
ENSMUSG00000028944,Prkag2
ENSMUSG00000028945,Rheb
ENSMUSG00000028948,Nol9
ENSMUSG00000028949,Smarcd3
ENSMUSG00000028953,Abcf2
ENSMUSG00000028954,Nub1
ENSMUSG00000028955,Vamp3
ENSMUSG00000028958,Tmub1
ENSMUSG00000028959,Fastk
ENSMUSG00000028960,Ube4b
ENSMUSG00000028964,Park7
ENSMUSG00000028967,Errfi1
ENSMUSG00000028969,Cdk5
ENSMUSG00000028971,Cort
ENSMUSG00000028973,Abcb8
ENSMUSG00000028974,Dffa
ENSMUSG00000028975,Pex14
ENSMUSG00000028980,H6pd
ENSMUSG00000028988,Ctnnbip1
ENSMUSG00000028995,Hycc1
ENSMUSG00000028998,Tomm7
ENSMUSG00000029001,Fbxo44
ENSMUSG00000029003,Mad2l2
ENSMUSG00000029004,Kmt2e
ENSMUSG00000029009,Mthfr
ENSMUSG00000029012,Orc5
ENSMUSG00000029016,Clcn6
ENSMUSG00000029020,Mfn2
ENSMUSG00000029028,Lrrc47
ENSMUSG00000029030,Tprgl
ENSMUSG00000029033,Acap3
ENSMUSG00000029034,Ints11
ENSMUSG00000029038,Ssu72
ENSMUSG00000029050,Ski
ENSMUSG00000029053,Prkcz
ENSMUSG00000029054,Gabrd
ENSMUSG00000029055,Plch2
ENSMUSG00000029059,Prxl2b
ENSMUSG00000029060,Mib2
ENSMUSG00000029063,Nadk
ENSMUSG00000029064,Gnb1
ENSMUSG00000029066,Mrpl20
ENSMUSG00000029068,Ccnl2
ENSMUSG00000029071,Dvl1
ENSMUSG00000029076,Sdf4
ENSMUSG00000029088,Kcnip4
ENSMUSG00000029089,5730480H06Rik
ENSMUSG00000029094,Afap1
ENSMUSG00000029095,Ablim2
ENSMUSG00000029098,Acox3
ENSMUSG00000029101,Rgs12
ENSMUSG00000029103,Lrpap1
ENSMUSG00000029104,Htt
ENSMUSG00000029106,Add1
ENSMUSG00000029108,Pcdh7
ENSMUSG00000029110,Rnf4
ENSMUSG00000029120,Ppp2r2c
ENSMUSG00000029121,Crmp1
ENSMUSG00000029125,Stx18
ENSMUSG00000029126,Nsg1
ENSMUSG00000029128,Rab28
ENSMUSG00000029131,Dnajb6
ENSMUSG00000029145,Eif2b4
ENSMUSG00000029146,Snx17
ENSMUSG00000029148,Nrbp1
ENSMUSG00000029151,Slc30a3
ENSMUSG00000029152,Ociad1
ENSMUSG00000029153,Ociad2
ENSMUSG00000029156,Sgcb
ENSMUSG00000029161,Cgref1
ENSMUSG00000029163,Emilin1
ENSMUSG00000029165,Agbl5
ENSMUSG00000029166,Mapre3
ENSMUSG00000029167,Ppargc1a
ENSMUSG00000029168,Dpysl5
ENSMUSG00000029169,Dhx15
ENSMUSG00000029171,Pgm2
ENSMUSG00000029175,Slc35f6
ENSMUSG00000029176,Anapc4
ENSMUSG00000029190,D5Ertd579e
ENSMUSG00000029191,Rfc1
ENSMUSG00000029192,Tbc1d14
ENSMUSG00000029198,Grpel1
ENSMUSG00000029199,Lias
ENSMUSG00000029203,Ube2k
ENSMUSG00000029207,Apbb2
ENSMUSG00000029208,Guf1
ENSMUSG00000029211,Gabra4
ENSMUSG00000029212,Gabrb1
ENSMUSG00000029221,Slc30a9
ENSMUSG00000029223,Uchl1
ENSMUSG00000029227,Fip1l1
ENSMUSG00000029233,Srd5a3
ENSMUSG00000029236,Nmu
ENSMUSG00000029238,Clock
ENSMUSG00000029245,Epha5
ENSMUSG00000029265,Dr1
ENSMUSG00000029267,Mtf2
ENSMUSG00000029270,Dipk1a
ENSMUSG00000029279,Brdt
ENSMUSG00000029290,Zfp326
ENSMUSG00000029291,Rufy3
ENSMUSG00000029312,Klhl8
ENSMUSG00000029319,Coq2
ENSMUSG00000029326,Enoph1
ENSMUSG00000029328,Hnrnpdl
ENSMUSG00000029330,Cds1
ENSMUSG00000029345,Tfip11
ENSMUSG00000029346,Srrd
ENSMUSG00000029348,Asphd2
ENSMUSG00000029359,Tesc
ENSMUSG00000029363,Rfc5
ENSMUSG00000029364,Wsb2
ENSMUSG00000029376,Mthfd2l
ENSMUSG00000029387,Gtf2h3
ENSMUSG00000029392,Rilpl1
ENSMUSG00000029394,Cdk2ap1
ENSMUSG00000029397,Rchy1
ENSMUSG00000029402,Snrnp35
ENSMUSG00000029403,Cdkl2
ENSMUSG00000029404,Arl6ip4
ENSMUSG00000029405,G3bp2
ENSMUSG00000029406,Pitpnm2
ENSMUSG00000029407,Uso1
ENSMUSG00000029408,Abcb9
ENSMUSG00000029416,Slc15a4
ENSMUSG00000029419,Ajm1
ENSMUSG00000029420,Rimbp2
ENSMUSG00000029422,Rsrc2
ENSMUSG00000029426,Scarb2
ENSMUSG00000029430,Ran
ENSMUSG00000029431,B3gnt4
ENSMUSG00000029433,Diablo
ENSMUSG00000029434,Vps33a
ENSMUSG00000029436,Mmp17
ENSMUSG00000029438,Bcl7a
ENSMUSG00000029440,Psmd9
ENSMUSG00000029442,Wdr66
ENSMUSG00000029447,Cct6a
ENSMUSG00000029449,Rhof
ENSMUSG00000029452,Tmem116
ENSMUSG00000029461,Fam168a
ENSMUSG00000029462,Vps29
ENSMUSG00000029463,Fam216a
ENSMUSG00000029464,Gpn3
ENSMUSG00000029465,Arpc3
ENSMUSG00000029466,Anapc7
ENSMUSG00000029469,Ift81
ENSMUSG00000029471,Camkk2
ENSMUSG00000029472,Anapc5
ENSMUSG00000029474,Rnf34
ENSMUSG00000029475,Kdm2b
ENSMUSG00000029477,Morn3
ENSMUSG00000029478,Ncor2
ENSMUSG00000029482,Aacs
ENSMUSG00000029500,Pgam5
ENSMUSG00000029505,Ep400
ENSMUSG00000029512,Ulk1
ENSMUSG00000029518,Rab35
ENSMUSG00000029521,Chek2
ENSMUSG00000029535,Triap1
ENSMUSG00000029536,Gatc
ENSMUSG00000029544,Cabp1
ENSMUSG00000029547,Ints1
ENSMUSG00000029550,Sppl3
ENSMUSG00000029551,Psmg3
ENSMUSG00000029557,Mrm2
ENSMUSG00000029559,2210016L21Rik
ENSMUSG00000029560,Snx8
ENSMUSG00000029564,4930519G04Rik
ENSMUSG00000029569,Tmem168
ENSMUSG00000029570,Lfng
ENSMUSG00000029577,Ube3b
ENSMUSG00000029578,Wipi2
ENSMUSG00000029580,Actb
ENSMUSG00000029581,Fscn1
ENSMUSG00000029592,Usp30
ENSMUSG00000029596,Sdsl
ENSMUSG00000029598,Plbd2
ENSMUSG00000029599,Ddx54
ENSMUSG00000029600,Rita1
ENSMUSG00000029603,Dtx1
ENSMUSG00000029610,Aimp2
ENSMUSG00000029613,Eif2ak1
ENSMUSG00000029614,Rpl6
ENSMUSG00000029616,Erp29
ENSMUSG00000029617,Ccz1
ENSMUSG00000029621,Arpc1a
ENSMUSG00000029622,Arpc1b
ENSMUSG00000029623,Pdap1
ENSMUSG00000029629,Phf14
ENSMUSG00000029632,Ndufa4
ENSMUSG00000029635,Cdk8
ENSMUSG00000029636,Wasf3
ENSMUSG00000029638,Glcci1
ENSMUSG00000029640,Usp12
ENSMUSG00000029642,Polr1d
ENSMUSG00000029649,Pomp
ENSMUSG00000029651,Mtus2
ENSMUSG00000029655,N4bp2l2
ENSMUSG00000029657,Hsph1
ENSMUSG00000029659,Medag
ENSMUSG00000029670,Ing3
ENSMUSG00000029672,Fam3c
ENSMUSG00000029673,Auts2
ENSMUSG00000029686,Cul1
ENSMUSG00000029703,Lrwd1
ENSMUSG00000029712,Actl6b
ENSMUSG00000029713,Gnb2
ENSMUSG00000029714,Gigyf1
ENSMUSG00000029715,Pop7
ENSMUSG00000029720,Gm20605
ENSMUSG00000029722,Agfg2
ENSMUSG00000029726,Mepce
ENSMUSG00000029729,Zkscan1
ENSMUSG00000029730,Mcm7
ENSMUSG00000029752,Asns
ENSMUSG00000029757,Dync1i1
ENSMUSG00000029763,Exoc4
ENSMUSG00000029765,Plxna4
ENSMUSG00000029767,Calu
ENSMUSG00000029769,Ccdc136
ENSMUSG00000029772,Ahcyl2
ENSMUSG00000029775,Klhdc10
ENSMUSG00000029776,Hibadh
ENSMUSG00000029777,Gars
ENSMUSG00000029780,Nt5c3
ENSMUSG00000029781,Fkbp9
ENSMUSG00000029815,Malsu1
ENSMUSG00000029816,Gpnmb
ENSMUSG00000029822,Osbpl3
ENSMUSG00000029823,Luc7l2
ENSMUSG00000029826,Zc3hav1
ENSMUSG00000029833,Trim24
ENSMUSG00000029836,Cbx3
ENSMUSG00000029838,Ptn
ENSMUSG00000029840,Mtpn
ENSMUSG00000029860,Zyx
ENSMUSG00000029861,Fam131b
ENSMUSG00000029862,Clcn1
ENSMUSG00000029875,Ccdc184
ENSMUSG00000029911,Ssbp1
ENSMUSG00000029916,Agk
ENSMUSG00000029918,Mrps33
ENSMUSG00000029922,Mkrn1
ENSMUSG00000029924,Slc37a3
ENSMUSG00000029992,Gfpt1
ENSMUSG00000029993,Nfu1
ENSMUSG00000029998,Pcyox1
ENSMUSG00000030000,Add2
ENSMUSG00000030008,Pradc1
ENSMUSG00000030016,Zfp638
ENSMUSG00000030020,Prickle2
ENSMUSG00000030030,1700003E16Rik
ENSMUSG00000030035,Wbp1
ENSMUSG00000030037,Mrpl53
ENSMUSG00000030042,Pole4
ENSMUSG00000030045,Mrpl19
ENSMUSG00000030050,Gkn1
ENSMUSG00000030055,Rab43
ENSMUSG00000030056,Isy1
ENSMUSG00000030057,Cnbp
ENSMUSG00000030058,Copg1
ENSMUSG00000030061,Uba3
ENSMUSG00000030062,Rpn1
ENSMUSG00000030064,Frmd4b
ENSMUSG00000030067,Foxp1
ENSMUSG00000030077,Chl1
ENSMUSG00000030082,Sec61a1
ENSMUSG00000030083,Abtb1
ENSMUSG00000030084,Plxna1
ENSMUSG00000030086,Chchd6
ENSMUSG00000030088,Aldh1l1
ENSMUSG00000030094,Xpc
ENSMUSG00000030102,Itpr1
ENSMUSG00000030105,Arl8b
ENSMUSG00000030120,Mlf2
ENSMUSG00000030122,Ptms
ENSMUSG00000030124,Lag3
ENSMUSG00000030126,Tmcc1
ENSMUSG00000030127,Cops7a
ENSMUSG00000030134,Rasgef1a
ENSMUSG00000030145,Zfp248
ENSMUSG00000030161,Gabarapl1
ENSMUSG00000030168,Adipor2
ENSMUSG00000030189,Ybx3
ENSMUSG00000030204,Ddx47
ENSMUSG00000030207,Fam234b
ENSMUSG00000030209,Grin2b
ENSMUSG00000030213,Atf7ip
ENSMUSG00000030216,Wbp11
ENSMUSG00000030223,Ptpro
ENSMUSG00000030232,Aebp2
ENSMUSG00000030245,Golt1b
ENSMUSG00000030246,Ldhb
ENSMUSG00000030257,Srgap3
ENSMUSG00000030264,Thumpd3
ENSMUSG00000030265,Kras
ENSMUSG00000030268,Bcat1
ENSMUSG00000030270,Cpne9
ENSMUSG00000030272,Camk1
ENSMUSG00000030275,Etnk1
ENSMUSG00000030276,Ttll3
ENSMUSG00000030282,Cmas
ENSMUSG00000030283,St8sia1
ENSMUSG00000030284,Creld1
ENSMUSG00000030286,Emc3
ENSMUSG00000030303,Far2
ENSMUSG00000030304,Ergic2
ENSMUSG00000030307,Slc6a11
ENSMUSG00000030309,Caprin2
ENSMUSG00000030313,Dennd5b
ENSMUSG00000030314,Atg7
ENSMUSG00000030315,Vgll4
ENSMUSG00000030322,Mbd4
ENSMUSG00000030327,Necap1
ENSMUSG00000030329,Pianp
ENSMUSG00000030335,Mrpl51
ENSMUSG00000030347,D6Wsu163e
ENSMUSG00000030350,Prmt8
ENSMUSG00000030352,Tspan9
ENSMUSG00000030374,Strn4
ENSMUSG00000030376,Slc8a2
ENSMUSG00000030380,Mzf1
ENSMUSG00000030397,Mark4
ENSMUSG00000030401,Rtn2
ENSMUSG00000030410,Dmwd
ENSMUSG00000030411,Nova2
ENSMUSG00000030417,Pdcd5
ENSMUSG00000030421,Uri1
ENSMUSG00000030423,Pop4
ENSMUSG00000030428,Ttyh1
ENSMUSG00000030431,Tmem238
ENSMUSG00000030432,Rpl28
ENSMUSG00000030447,Cyfip1
ENSMUSG00000030451,Herc2
ENSMUSG00000030452,Nipa2
ENSMUSG00000030465,Psd3
ENSMUSG00000030469,Zfp719
ENSMUSG00000030493,Faap24
ENSMUSG00000030494,Rhpn2
ENSMUSG00000030495,Slc7a10
ENSMUSG00000030499,Kctd15
ENSMUSG00000030509,Asb7
ENSMUSG00000030512,Snrpa1
ENSMUSG00000030519,Apba2
ENSMUSG00000030532,Hddc3
ENSMUSG00000030533,Unc45a
ENSMUSG00000030538,Cib1
ENSMUSG00000030544,Mesp1
ENSMUSG00000030545,Pex11a
ENSMUSG00000030546,Plin1
ENSMUSG00000030554,Synm
ENSMUSG00000030556,Lrrc28
ENSMUSG00000030557,Mef2a
ENSMUSG00000030584,Dpf1
ENSMUSG00000030587,2200002D01Rik
ENSMUSG00000030588,Yif1b
ENSMUSG00000030590,Fam98c
